img_path,session_id,gesture_id,record,mode,label,first
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\008_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\009_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\010_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\011_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\012_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\013_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\014_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\015_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\016_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\017_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\018_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\019_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\020_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\021_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\022_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\023_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\024_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\025_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\026_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\027_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\028_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\029_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\030_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\031_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\032_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\033_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\034_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\035_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\036_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\037_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\038_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\039_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\040_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\041_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\042_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\043_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\044_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\045_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\046_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\047_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\048_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\01\rgb\049_rgb.png,032,g01,01,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\000_rgb.png,032,g01,02,rgb,01,True
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\001_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\002_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\003_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\004_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\005_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\006_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\007_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\008_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\009_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\010_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\011_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\012_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\013_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\014_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\015_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\016_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\017_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\018_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\019_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\020_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\021_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\022_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\023_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\024_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\025_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\026_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\027_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\028_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\029_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\030_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\031_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\032_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\033_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\034_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\035_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\036_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\037_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\038_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\039_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\040_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\041_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\042_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\043_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\044_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\045_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\046_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\047_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\048_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g01\02\rgb\049_rgb.png,032,g01,02,rgb,01,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\000_rgb.png,032,g02,00,rgb,02,True
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\001_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\002_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\003_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\004_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\005_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\006_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\007_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\008_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\009_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\010_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\011_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\012_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\013_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\014_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\015_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\016_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\017_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\018_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\019_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\020_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\021_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\022_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\023_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\024_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\025_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\026_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\027_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\028_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\029_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\030_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\031_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\032_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\033_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\034_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\035_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\036_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\037_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\038_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\039_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\040_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\041_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\042_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\043_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\044_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\045_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\046_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\047_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\048_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\049_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\050_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\051_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\052_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\053_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\054_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\055_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\056_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\057_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\058_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\059_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\060_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\061_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\062_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\063_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\00\rgb\064_rgb.png,032,g02,00,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\000_rgb.png,032,g02,01,rgb,02,True
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\001_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\002_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\003_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\004_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\005_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\006_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\007_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\008_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\009_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\010_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\011_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\012_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\013_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\014_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\015_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\016_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\017_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\018_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\019_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\020_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\021_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\022_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\023_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\024_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\025_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\026_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\027_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\028_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\029_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\030_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\031_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\032_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\033_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\034_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\035_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\036_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\037_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\038_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\039_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\040_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\041_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\042_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\043_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\044_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\045_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\046_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\047_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\048_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\049_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\050_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\051_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\052_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\053_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\054_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\055_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\056_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\057_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\01\rgb\058_rgb.png,032,g02,01,rgb,02,False
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\02\rgb\000_rgb.png,032,g02,02,rgb,02,True
D:\PyCharmresorce\Gesturedataset\dataset\rgb\test\032\g02\02\rgb\001_rgb.png,032,g02,02,rgb,02,False
